|dates|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|2.0|0|0.0|0
0|2020-05-18|36.0|0|2.0|0|0.0|0
0|2020-05-19|37.0|0|2.0|0|0.0|0
0|2020-05-20|38.0|0|2.0|0|0.0|0
0|2020-05-21|38.0|0|2.0|0|0.0|0
0|2020-05-22|40.0|0|2.0|0|0.0|0
0|2020-05-23|40.0|0|2.0|0|0.0|0
