|dates|Wabasha_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Wabasha_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Wabasha_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Wabasha_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Wabasha_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Wabasha_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
