|dates|Cherokee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cherokee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|27.0|0|1.0|0|0.0|0
0|2020-05-15|27.0|0|1.0|0|0.0|0
0|2020-05-16|27.0|0|1.0|0|0.0|0
