|dates|Dallam_Texas_UnitedStates.JHU_ConfirmedCases.data|Dallam_Texas_UnitedStates.JHU_ConfirmedCases.missing|Dallam_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Dallam_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Dallam_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Dallam_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|1.0|0|0.0|0
0|2020-05-18|22.0|0|1.0|0|0.0|0
0|2020-05-19|22.0|0|1.0|0|0.0|0
0|2020-05-20|22.0|0|1.0|0|0.0|0
0|2020-05-21|22.0|0|1.0|0|0.0|0
0|2020-05-22|22.0|0|1.0|0|0.0|0
0|2020-05-23|22.0|0|1.0|0|0.0|0
