|dates|Lincoln_Missouri_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|105.0|0|1.0|0|0.0|0
0|2020-05-18|105.0|0|1.0|0|0.0|0
0|2020-05-19|105.0|0|1.0|0|0.0|0
0|2020-05-20|105.0|0|1.0|0|0.0|0
0|2020-05-21|105.0|0|1.0|0|0.0|0
0|2020-05-22|106.0|0|1.0|0|0.0|0
0|2020-05-23|106.0|0|1.0|0|0.0|0
