|dates|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|33.0|0|0.0|0|0.0|0
0|2020-05-18|34.0|0|0.0|0|0.0|0
0|2020-05-19|36.0|0|0.0|0|0.0|0
0|2020-05-20|38.0|0|0.0|0|0.0|0
0|2020-05-21|40.0|0|1.0|0|0.0|0
0|2020-05-22|43.0|0|2.0|0|0.0|0
0|2020-05-23|43.0|0|2.0|0|0.0|0
