|dates|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|38.0|0|0.0|0|0.0|0
0|2020-05-28|38.0|0|0.0|0|0.0|0
0|2020-05-29|38.0|0|0.0|0|0.0|0
0|2020-05-30|38.0|0|0.0|0|0.0|0
