|dates|Early_Georgia_UnitedStates.JHU_ConfirmedCases.data|Early_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Early_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Early_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Early_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Early_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|238.0|0|28.0|0|0.0|0
0|2020-05-15|233.0|0|28.0|0|0.0|0
0|2020-05-16|233.0|0|28.0|0|0.0|0
