|dates|OutofGA_Georgia_UnitedStates.JHU_ConfirmedCases.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedCases.missing|OutofGA_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofGA_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1555.0|0|23.0|0|0.0|0
0|2020-05-15|1530.0|0|25.0|0|0.0|0
0|2020-05-16|1530.0|0|25.0|0|0.0|0
