|dates|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8.0|0|0.0|0|0.0|0
0|2020-05-18|8.0|0|0.0|0|0.0|0
0|2020-05-19|9.0|0|0.0|0|0.0|0
0|2020-05-20|8.0|0|0.0|0|0.0|0
0|2020-05-21|14.0|0|1.0|0|0.0|0
0|2020-05-22|15.0|0|1.0|0|0.0|0
0|2020-05-23|15.0|0|1.0|0|0.0|0
