|dates|Jennings_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jennings_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jennings_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|126.0|0|4.0|0|0.0|0
0|2020-05-25|127.0|0|4.0|0|0.0|0
0|2020-05-26|127.0|0|4.0|0|0.0|0
