|dates|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|258.0|0|5.0|0|0.0|0
0|2020-05-18|263.0|0|9.0|0|0.0|0
0|2020-05-19|266.0|0|9.0|0|0.0|0
0|2020-05-20|277.0|0|10.0|0|0.0|0
0|2020-05-21|280.0|0|11.0|0|0.0|0
0|2020-05-22|282.0|0|11.0|0|0.0|0
0|2020-05-23|282.0|0|11.0|0|0.0|0
