|dates|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|82.0|0|5.0|0|0.0|0
0|2020-05-28|82.0|0|5.0|0|0.0|0
0|2020-05-29|82.0|0|5.0|0|0.0|0
0|2020-05-30|82.0|0|5.0|0|0.0|0
