|dates|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|79.0|0|4.0|0|0.0|0
0|2020-05-15|81.0|0|4.0|0|0.0|0
0|2020-05-16|81.0|0|4.0|0|0.0|0
