|dates|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|202.0|0|11.0|0|0.0|0
0|2020-05-28|202.0|0|11.0|0|0.0|0
0|2020-05-29|202.0|0|11.0|0|0.0|0
0|2020-05-30|202.0|0|11.0|0|0.0|0
