|dates|VanZandt_Texas_UnitedStates.JHU_ConfirmedCases.data|VanZandt_Texas_UnitedStates.JHU_ConfirmedCases.missing|VanZandt_Texas_UnitedStates.JHU_ConfirmedDeaths.data|VanZandt_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|VanZandt_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|VanZandt_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|30.0|0|1.0|0|0.0|0
0|2020-05-28|30.0|0|1.0|0|0.0|0
0|2020-05-29|30.0|0|1.0|0|0.0|0
0|2020-05-30|30.0|0|1.0|0|0.0|0
