|dates|Raleigh_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Raleigh_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Raleigh_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Raleigh_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Raleigh_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Raleigh_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|0.0|0|0.0|0
0|2020-05-28|16.0|0|0.0|0|0.0|0
0|2020-05-29|16.0|0|0.0|0|0.0|0
0|2020-05-30|16.0|0|0.0|0|0.0|0
