|dates|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|66.0|0|11.0|0|0.0|0
0|2020-05-15|67.0|0|11.0|0|0.0|0
0|2020-05-16|67.0|0|11.0|0|0.0|0
