|dates|Brown_Kansas_UnitedStates.JHU_ConfirmedCases.data|Brown_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Brown_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
