|dates|Boone_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Boone_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Boone_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Boone_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|9.0|0|0.0|0|0.0|0
0|2020-05-25|9.0|0|0.0|0|0.0|0
0|2020-05-26|9.0|0|0.0|0|0.0|0
