|dates|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|20.0|0|0.0|0|0.0|0
0|2020-05-15|20.0|0|0.0|0|0.0|0
0|2020-05-16|20.0|0|0.0|0|0.0|0
