|dates|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|284.0|0|22.0|0|0.0|0
0|2020-05-15|284.0|0|23.0|0|0.0|0
0|2020-05-16|284.0|0|23.0|0|0.0|0
