|dates|Wetzel_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Wetzel_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Wetzel_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Wetzel_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wetzel_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wetzel_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
