|dates|Haskell_Kansas_UnitedStates.JHU_ConfirmedCases.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Haskell_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Haskell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|0.0|0|0.0|0
0|2020-05-28|18.0|0|0.0|0|0.0|0
0|2020-05-29|18.0|0|0.0|0|0.0|0
0|2020-05-30|18.0|0|0.0|0|0.0|0
