|dates|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|814.0|0|51.0|0|0.0|0
0|2020-05-28|814.0|0|51.0|0|0.0|0
0|2020-05-29|814.0|0|51.0|0|0.0|0
0|2020-05-30|814.0|0|51.0|0|0.0|0
