|dates|Greer_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Greer_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Greer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Greer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Greer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Greer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|66.0|0|7.0|0|0.0|0
0|2020-05-28|66.0|0|7.0|0|0.0|0
0|2020-05-29|66.0|0|7.0|0|0.0|0
0|2020-05-30|66.0|0|7.0|0|0.0|0
