|dates|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|283.0|0|38.0|0|0.0|0
0|2020-05-18|288.0|0|38.0|0|0.0|0
0|2020-05-19|288.0|0|38.0|0|0.0|0
0|2020-05-20|299.0|0|41.0|0|0.0|0
0|2020-05-21|299.0|0|41.0|0|0.0|0
0|2020-05-22|306.0|0|41.0|0|0.0|0
0|2020-05-23|306.0|0|41.0|0|0.0|0
