|dates|Lorain_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lorain_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lorain_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|595.0|0|57.0|0|0.0|0
0|2020-05-18|605.0|0|57.0|0|0.0|0
0|2020-05-19|610.0|0|58.0|0|0.0|0
0|2020-05-20|620.0|0|58.0|0|0.0|0
0|2020-05-21|624.0|0|58.0|0|0.0|0
0|2020-05-22|626.0|0|58.0|0|0.0|0
0|2020-05-23|626.0|0|58.0|0|0.0|0
