|dates|Suwannee_Florida_UnitedStates.JHU_ConfirmedCases.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Suwannee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Suwannee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|158.0|0|18.0|0|0.0|0
0|2020-05-18|160.0|0|18.0|0|0.0|0
0|2020-05-19|160.0|0|18.0|0|0.0|0
0|2020-05-20|160.0|0|18.0|0|0.0|0
0|2020-05-21|161.0|0|18.0|0|0.0|0
0|2020-05-22|164.0|0|18.0|0|0.0|0
0|2020-05-23|164.0|0|18.0|0|0.0|0
