|dates|Newton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Newton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Newton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|259.0|0|10.0|0|0.0|0
0|2020-05-18|264.0|0|10.0|0|0.0|0
0|2020-05-19|266.0|0|10.0|0|0.0|0
0|2020-05-20|275.0|0|10.0|0|0.0|0
0|2020-05-21|280.0|0|11.0|0|0.0|0
0|2020-05-22|286.0|0|11.0|0|0.0|0
0|2020-05-23|286.0|0|11.0|0|0.0|0
