|dates|Izard_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Izard_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Izard_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Izard_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Izard_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Izard_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
