|dates|Terry_Texas_UnitedStates.JHU_ConfirmedCases.data|Terry_Texas_UnitedStates.JHU_ConfirmedCases.missing|Terry_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Terry_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Terry_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Terry_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|13.0|0|0.0|0|0.0|0
0|2020-05-25|13.0|0|0.0|0|0.0|0
0|2020-05-26|13.0|0|0.0|0|0.0|0
