|dates|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|44.0|0|0.0|0|0.0|0
0|2020-05-15|44.0|0|0.0|0|0.0|0
0|2020-05-16|44.0|0|0.0|0|0.0|0
