|dates|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|158.0|0|9.0|0|0.0|0
0|2020-05-15|165.0|0|9.0|0|0.0|0
0|2020-05-16|165.0|0|9.0|0|0.0|0
