|dates|Ionia_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ionia_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ionia_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|145.0|0|3.0|0|0.0|0
0|2020-05-28|145.0|0|3.0|0|0.0|0
0|2020-05-29|145.0|0|3.0|0|0.0|0
0|2020-05-30|145.0|0|3.0|0|0.0|0
