|dates|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|136.0|0|0.0|0|0.0|0
0|2020-05-25|136.0|0|0.0|0|0.0|0
0|2020-05-26|136.0|0|0.0|0|0.0|0
