|dates|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|128.0|0|12.0|0|0.0|0
0|2020-05-28|128.0|0|12.0|0|0.0|0
0|2020-05-29|128.0|0|12.0|0|0.0|0
0|2020-05-30|128.0|0|12.0|0|0.0|0
