|dates|Kiowa_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Kiowa_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Kiowa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Kiowa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Kiowa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Kiowa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
