|dates|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|228.0|0|1.0|0|0.0|0
0|2020-05-25|228.0|0|1.0|0|0.0|0
0|2020-05-26|228.0|0|1.0|0|0.0|0
