|dates|Kennebec_Maine_UnitedStates.JHU_ConfirmedCases.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedCases.missing|Kennebec_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Kennebec_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|128.0|0|9.0|0|0.0|0
0|2020-05-28|128.0|0|9.0|0|0.0|0
0|2020-05-29|128.0|0|9.0|0|0.0|0
0|2020-05-30|128.0|0|9.0|0|0.0|0
