|dates|Andrew_Missouri_UnitedStates.JHU_ConfirmedCases.data|Andrew_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Andrew_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Andrew_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Andrew_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Andrew_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|23.0|0|0.0|0|0.0|0
0|2020-05-25|24.0|0|0.0|0|0.0|0
0|2020-05-26|24.0|0|0.0|0|0.0|0
