|dates|Morgan_Illinois_UnitedStates.JHU_ConfirmedCases.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|34.0|0|1.0|0|0.0|0
0|2020-05-28|34.0|0|1.0|0|0.0|0
0|2020-05-29|34.0|0|1.0|0|0.0|0
0|2020-05-30|34.0|0|1.0|0|0.0|0
