|dates|Warren_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Warren_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Warren_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Warren_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|0.0|0|0.0|0
0|2020-05-18|29.0|0|0.0|0|0.0|0
0|2020-05-19|29.0|0|0.0|0|0.0|0
0|2020-05-20|36.0|0|0.0|0|0.0|0
0|2020-05-21|36.0|0|0.0|0|0.0|0
0|2020-05-22|48.0|0|0.0|0|0.0|0
0|2020-05-23|48.0|0|0.0|0|0.0|0
