|dates|Gratiot_Michigan_UnitedStates.JHU_ConfirmedCases.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Gratiot_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Gratiot_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|35.0|0|4.0|0|0.0|0
0|2020-05-15|35.0|0|4.0|0|0.0|0
0|2020-05-16|35.0|0|4.0|0|0.0|0
