|dates|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1523.0|0|36.0|0|0.0|0
0|2020-05-28|1523.0|0|36.0|0|0.0|0
0|2020-05-29|1523.0|0|36.0|0|0.0|0
0|2020-05-30|1523.0|0|36.0|0|0.0|0
