|dates|Tunica_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tunica_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tunica_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tunica_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tunica_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tunica_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|2.0|0|0.0|0
0|2020-05-18|44.0|0|2.0|0|0.0|0
0|2020-05-19|45.0|0|2.0|0|0.0|0
0|2020-05-20|45.0|0|2.0|0|0.0|0
0|2020-05-21|45.0|0|2.0|0|0.0|0
0|2020-05-22|47.0|0|2.0|0|0.0|0
0|2020-05-23|47.0|0|2.0|0|0.0|0
