|dates|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|12.0|0|0.0|0|0.0|0
0|2020-05-18|13.0|0|0.0|0|0.0|0
0|2020-05-19|15.0|0|0.0|0|0.0|0
0|2020-05-20|15.0|0|0.0|0|0.0|0
0|2020-05-21|15.0|0|0.0|0|0.0|0
0|2020-05-22|16.0|0|0.0|0|0.0|0
0|2020-05-23|16.0|0|0.0|0|0.0|0
