|dates|Wyoming_NewYork_UnitedStates.JHU_ConfirmedCases.data|Wyoming_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Wyoming_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Wyoming_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Wyoming_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Wyoming_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|78.0|0|5.0|0|0.0|0
0|2020-05-18|79.0|0|5.0|0|0.0|0
0|2020-05-19|79.0|0|5.0|0|0.0|0
0|2020-05-20|79.0|0|5.0|0|0.0|0
0|2020-05-21|79.0|0|5.0|0|0.0|0
0|2020-05-22|79.0|0|5.0|0|0.0|0
0|2020-05-23|79.0|0|5.0|0|0.0|0
