|dates|Osceola_Florida_UnitedStates.JHU_ConfirmedCases.data|Osceola_Florida_UnitedStates.JHU_ConfirmedCases.missing|Osceola_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Osceola_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Osceola_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Osceola_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|594.0|0|16.0|0|0.0|0
0|2020-05-15|608.0|0|16.0|0|0.0|0
0|2020-05-16|608.0|0|16.0|0|0.0|0
