|dates|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
