|dates|Goliad_Texas_UnitedStates.JHU_ConfirmedCases.data|Goliad_Texas_UnitedStates.JHU_ConfirmedCases.missing|Goliad_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Goliad_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Goliad_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Goliad_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
