|dates|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|477.0|0|37.0|0|0.0|0
0|2020-05-15|492.0|0|41.0|0|0.0|0
0|2020-05-16|492.0|0|41.0|0|0.0|0
