|dates|Kendall_Texas_UnitedStates.JHU_ConfirmedCases.data|Kendall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kendall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kendall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kendall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kendall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|28.0|0|0.0|0|0.0|0
0|2020-05-28|28.0|0|0.0|0|0.0|0
0|2020-05-29|28.0|0|0.0|0|0.0|0
0|2020-05-30|28.0|0|0.0|0|0.0|0
