|dates|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedCases.data|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedCases.missing|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15658.0|0|561.0|0|0.0|0
0|2020-05-18|15864.0|0|566.0|0|0.0|0
0|2020-05-19|15942.0|0|578.0|0|0.0|0
0|2020-05-20|16034.0|0|589.0|0|0.0|0
0|2020-05-21|16367.0|0|602.0|0|0.0|0
0|2020-05-22|16522.0|0|614.0|0|0.0|0
0|2020-05-23|16522.0|0|614.0|0|0.0|0
