|dates|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|293.0|0|20.0|0|0.0|0
0|2020-05-18|310.0|0|20.0|0|0.0|0
0|2020-05-19|318.0|0|21.0|0|0.0|0
0|2020-05-20|328.0|0|21.0|0|0.0|0
0|2020-05-21|344.0|0|22.0|0|0.0|0
0|2020-05-22|356.0|0|22.0|0|0.0|0
0|2020-05-23|356.0|0|22.0|0|0.0|0
