|dates|Putnam_Ohio_UnitedStates.JHU_ConfirmedCases.data|Putnam_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|87.0|0|14.0|0|0.0|0
0|2020-05-28|87.0|0|14.0|0|0.0|0
0|2020-05-29|87.0|0|14.0|0|0.0|0
0|2020-05-30|87.0|0|14.0|0|0.0|0
