|dates|Love_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Love_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Love_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|14.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
