|dates|Greene_Ohio_UnitedStates.JHU_ConfirmedCases.data|Greene_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Greene_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|98.0|0|5.0|0|0.0|0
0|2020-05-28|98.0|0|5.0|0|0.0|0
0|2020-05-29|98.0|0|5.0|0|0.0|0
0|2020-05-30|98.0|0|5.0|0|0.0|0
