|dates|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
