|dates|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|66.0|0|2.0|0|0.0|0
0|2020-05-15|68.0|0|2.0|0|0.0|0
0|2020-05-16|68.0|0|2.0|0|0.0|0
