|dates|Umatilla_Oregon_UnitedStates.JHU_ConfirmedCases.data|Umatilla_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Umatilla_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Umatilla_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Umatilla_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Umatilla_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|111.0|0|3.0|0|0.0|0
0|2020-05-25|112.0|0|3.0|0|0.0|0
0|2020-05-26|112.0|0|3.0|0|0.0|0
