|dates|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
