|dates|Seminole_Georgia_UnitedStates.JHU_ConfirmedCases.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|2.0|0|0.0|0
0|2020-05-18|40.0|0|2.0|0|0.0|0
0|2020-05-19|41.0|0|2.0|0|0.0|0
0|2020-05-20|41.0|0|2.0|0|0.0|0
0|2020-05-21|42.0|0|2.0|0|0.0|0
0|2020-05-22|42.0|0|2.0|0|0.0|0
0|2020-05-23|42.0|0|2.0|0|0.0|0
