|dates|Calhoun_Florida_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Florida_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|33.0|0|1.0|0|0.0|0
0|2020-05-15|38.0|0|1.0|0|0.0|0
0|2020-05-16|38.0|0|1.0|0|0.0|0
